Darstellerin	Schauspieler	7.12
Lehrer	Lehrer	9.25
Film	Film	8.87
Vogel	Falke	7,85
Wort	Woerterbuch	3.68
Geld	Gehalt	7.88
Hund	Katze	1,75
Bereich	Region	9.47
Marine	Armee	6.43
Buch	Literatur	7.53
Kleidung	Kleiderschrank	3.27
Sonnenuntergang	Sonnenaufgang	2.47
Kind	Erwachsene	2,98
Kuh	Vieh	9.52
Buch	Geschichte	5.63
Winter	Sommer	2.38
Taxi	Taxi	9.2
Baum	Ahorn	5.53
Bett	Schlafzimmer	3.4
Dach	Decke	7.58
Krankheit	Infektion	7.15
Arm	Schulter	4,85
Schaf	Lamm	8.42
Dame	Gentleman	3.42
Boot	Anker	2.25
Priester	Moench	6.28
Zehe	Finger	4.68
Fluss	Strom	7.3
Wut	Wut	8.73
Datum	Kalender	4.42
Meer	Ozean	8.27
zweite	Minute	4.62
Hand	Daumen	3,88
Holz	Protokoll	7.3
Dreck	Schmutz	7.32
Flur	Gang	9.28
Weg	Benehmen	7.62
Maus	Katze	1.12
Polizist	Sheriff	9.05
Tod	Beerdigung	4.93
Musik	Melodie	6,98
Bier	Alkohol	7.5
Mund	Lippe	7.1
Sturm	Hurrikan	6.38
Steuer	Einkommen	2.38
Blume	violett	6,95
Papier	Karton	5.38
Boden	Decke	1.73
Strand	Strand	8.33
Stange	Vorhang	3.03
hetzen	Fuchs	2.38
Strasse	Gasse	5.48
Boot	Deck	4.28
Auto	Horn	2.57
Freund	Gast	4.25
Arbeitgeber	Mitarbeiter	3.65
Hand	Handgelenk	3,97
Ball	Kanone	2.58
Alkohol	Brandy	6,98
Sieg	Triumph	8,98
Telefon	Verkaufsstand	3.63
Tuer	Tuer	5.4
Motel	Gasthaus	8.17
Kleidung	Tuch	5.47
Steak	Fleisch	7.47
Nagel	Daumen	3.55
Band	Orchester	7.08
Buch	Bibel	5
Geschaeft	Industrie	7.02
Winter	Jahreszeit	6.27
Jahrzehnt	Jahrhundert	3.48
Alkohol	Gin	8.65
Hut	Mantel	2.67
Fenster	Tuer	3.33
Arm	Handgelenk	3.57
Haus	Wohnung	5.8
Glas	Kristall	6.27
Wein	Brandy	5.15
Schoepfer	Hersteller	9.62
Abendessen	Fruehstueck	3.33
Arm	Muskel	3.72
Blase	Schaum	8.57
brot	Mehl	3.33
Tod	Tragoedie	5.8
Abwesenheit	Gegenwart	0,4
Pistole	Kanone	5.68
Gras	Klinge	4.57
Ball	Korb	1,67
Schlauch	Garten	1,67
Junge	Kind	7.5
Kirche	Chor	2,95
Kleidung	Schublade	3.02
Turm	Glocke	1.9
Vater	Elternteil	7.07
Schule	Grad	4.42
Elternteil	Erwachsene	5.37
Bar	Gefaengnis	1.9
Auto	Autobahn	3.4
Woerterbuch	Definition	6.25
Tuer	Keller	1,97
Armee	Legion	5,95
Metall	Aluminium	7.25
Stuhl	Bank	6.67
Wolke	Nebel	6
Junge	Sohn	6.75
Wasser	Eis	6.47
Bett	Decke	3.02
Rechtsanwalt	Rechtsanwalt	9.35
Bereich	Zone	8.33
Geschaeft	Unternehmen	9.02
Kleidung	Stoff	5.87
Pullover	Jacke	7.15
Geld	Hauptstadt	6.67
Hand	Fuss	4.17
Alkohol	Cocktail	6.73
Hof	Zoll	3.78
Molekuel	Atom	6.45
Linse	Kamera	4.28
Mahlzeit	Abendessen	7.15
Auge	Traene	3.55
Gott	Teufel	1.8
Schleife	Guertel	3.1
Ratte	Maus	7.78
Motor	Motor	8.65
Auto	Taxi	7.42
Katze	Loewe	6.75
Groesse	Groesse	6.33
Wirklichkeit	Fantasie	1.03
Tuer	Tor	5.25
Katze	Haustier	5,95
Zinn	Aluminium	6.42
Knochen	Kiefer	4.17
Getreide	Weizen	3,75
Haus	Taste	1.9
Blut	Fleisch	4.28
Tuer	Gang	3.73
Gott	Geist	7.3
Faehigkeit	Kompetenz	7.62
Fuelle	eine Menge	8,97
Sofa	Stuhl	6.67
Wand	Ziegel	4.68
Horn	Trommel	2.68
Organ	Leber	6.15
Staerke	koennte	7.07
Phrase	Wort	5.48
Band	Parade	3.92
Magen	Taille	5.9
Wolke	Sturm	5.6
Freude	Stolz	5
Laerm	Rassel	6.17
Regen	Nebel	5,97
Bier	Getraenk	5.42
Mann	Onkel	3.92
Apfel	Saft	2,88
Intelligenz	Logik	6.5
Kommunikation	Sprache	7.47
Nerz	Fell	6.83
Mob	Menge	7,85
Ufer	Kueste	8.83
Kabel	Kabel	7.62
Vogel	Truthahn	6.58
Bett	Krippe	7.3
Kompetenz	Faehigkeit	7.5
Wolke	Dunst	7.32
Abendessen	Mahlzeit	7.53
Bar	Kaefig	2.8
Wasser	Salz	1.3
Sinn	Intuition	7.68
Situation	Zustand	6.58
Verbrechen	Diebstahl	7.53
Stil	Mode	8.5
Grenze	Grenze	9.08
Arm	Koerper	4.05
Boot	Auto	2.37
Sandwich	Mittagessen	6.3
Braut	Prinzessin	2.8
Heldin	Held	8.78
Auto	Messgeraet	1.13
Insekt	Biene	6.07
Krippe	Wiege	8.55
Tier	Person	3.05
Marihuana	Kraut	6.5
Bett	Krankenhaus	0,92
Wange	Zunge	4.52
Rabatt	Computer	3.2
Kurve	Winkel	3.33
Gras	Moos	5
Schule	Gesetz	1.13
Fuss	Kopf	2.3
Mutter	Waechter	6.5
Kieferorthopaede	Zahnarzt	8.27
Alkohol	Whiskey	7.27
Mund	Zahn	6.3
Fruehstueck	Speck	4.37
Badezimmer	Schlafzimmer	3.4
Platte	Schuessel	5.23
Fleisch	Speck	5.8
Luft	Helium	3.63
Arbeiter	Arbeitgeber	5.37
Koerper	Brust	4.45
Sohn	Vater	3.82
Herz	Operation	1.08
Frau	Sekretaer	1,98
Mann	Vater	4.83
Strand	Insel	5.6
Geschichte	Thema	5
Spiel	Spass	3.42
Wochenende	Woche	4
Paar	Paar	8.33
Frau	Gattin	5.72
Schaf	Vieh	4.77
Geldbeutel	Tasche	8.33
Decke	Dom	2.42
Bohne	Kaffee	5.15
Holz	Papier	2,88
Spitze	Seite	1.9
Verbrechen	Betrug	5.65
Schmerz	Schaden	5.38
Liebhaber	Begleiter	5,97
Abend	Daemmerung	7.78
Vater	Tochter	2.62
Wein	Alkohol	7,85
Kuh	Ziege	2.93
Glauben	Meinung	7.7
Wirklichkeit	Illusion	1.42
Pakt	Vereinbarung	9.02
Vermoegen	Armut	1.27
Unfall	Notfall	4.93
Schlacht	Eroberung	7.22
Freund	Lehrer	2.62
Erkrankung	Infektion	6.9
Spiel	Trick	2.32
Bruder	Sohn	3.48
Tante	Neffe	3.1
Arbeiter	Mechaniker	4.92
Arzt	Kieferorthopaede	5.58
Eiche	Ahorn	6.03
Biene	Koenigin	3.27
Auto	Fahrrad	3.47
Ziel	Suche	5.83
August	Monat	5.53
Armee	Kader	5.08
Wolke	Wetter	4,87
Arzt	Arzt	8.88
Schlucht	Schlucht	6.75
Fluss	Schlucht	1,67
Sonne	Himmel	2.27
Ziel	Pfeil	3.25
Schokolade	Kuchen	2.27
Umstand	Situation	7,85
Meinung	Auswahl	5.43
Rhythmus	Melodie	6.12
Darm	Nerv	4.93
Tag	Daemmerung	5.47
Vieh	Rindfleisch	7.03
Arzt	Professor	4.65
Arm	Vene	3.65
Zimmer	Bad	3.33
Konzern	Geschaeft	9.02
Spass	Fussball	1,97
huegel	Cliff	4.28
Knochen	Knoechel	3.82
Apfel	Suessigkeit	2.08
Helfer	Dienstmaedchen	5.58
Fuehrer	Manager	7.27
Zitrone	Tee	1.6
Biene	Ameise	2.78
Basketball	Baseball	4.92
Reis	Bohne	2.72
Bett	Moebel	6.08
Emotion	Hingabe	7.72
Anarchie	Chaos	7.93
Verbrechen	Verstoss	7.12
Maschine	Motor	5.58
Strand	Meer	4.68
Gasse	Schuessel	1.53
Krug	Flasche	7.83
Staerke	Faehigkeit	5.28
Samen	Senf	3.48
Gitarre	Trommel	3.78
Meinung	Idee	5.7
Norden	Westen	3.63
Diaet	Salat	2,98
Mutter	Gattin	3.02
Papa	Mutter	3.55
Kapitaen	Matrose	5
Meter	Hof	5.6
Bier	Sekt	4.45
Motor	Boot	2.57
Karte	Bruecke	1,97
Wissenschaft	Psychologie	4.92
Suender	Heilige	1.6
Zerstoerung	Konstruktion	0,98
Menge	Buendel	7.42
Strand	Riff	3.77
Mann	Kind	4.13
brot	Kaese	1,95
Champion	Gewinner	8.73
Feier	Zeremonie	7.72
Speisekarte	Befehl	3.62
Koenig	Prinzessin	3.27
Vermoegen	Prestige	6.07
Ausdauer	Staerke	6.58
Achtung	Gefahr	8.78
Gott	Priester	4.5
Maenner	Bruederlichkeit	3.13
Kumpel	Begleiter	8.65
Lehrer	Helfer	4.28
Koerper	Magen	3,93
Zunge	Kehle	3.1
Haus	Teppich	1.38
Intelligenz	Faehigkeit	5.35
Reise	Eroberung	4.72
Gott	Beute	1.23
Bruder	Seele	0,97
Gegner	Gegner	9.05
Tod	Katastrophe	4.13
Monster	Daemon	6,95
Tag	Morgen	4,87
Mann	Sieger	1.9
Freund	Kerl	3,88
Lied	Geschichte	3,97
Strahl	Sonnenschein	6.83
Kerl	Zucht	5.83
Huhn	Reis	1.43
Kasten	Aufzug	1.32
Butter	Kartoffel	1.22
Wohnung	Moebel	1.28
See	Sumpf	4.92
Salat	Essig	1.13
Blume	Birne	4.48
Wolke	Nebel	6.67
Treiber	Pilot	6.28
Zucker	Honig	5.13
Koerper	Schulter	2,88
Idee	Bild	3.55
Vater	Bruder	4.2
Mond	Planet	5.87
Ball	Kostuem	2.32
Schiene	Zaun	5.22
Zimmer	Bett	2.35
Blume	Busch	4.25
Knochen	Knie	4.17
Arm	Knie	2,75
Unterseite	Seite	2.63
Schiff	Vene	5.15
Katze	Kaninchen	2.37
Fleisch	Sandwich	2.35
Glauben	Konzept	5.08
Intelligenz	Einblick	5.9
Aufmerksamkeit	Interesse	7.22
Attituede	Vertrauen	4.35
Rechts	Gerechtigkeit	7.05
Streit	Vereinbarung	1.45
Tiefe	Groesse	6.12
Mittel	Nachricht	3.65
Gewinner	Kandidat	2.78
Geburtstag	Datum	5.08
Gebuehr	Zahlung	7.15
Bibel	Hymne	5.15
Ausfahrt	Tuer	5.5
Mann	Posten	3.25
Gang	Saal	6.35
Whiskey	Gin	6.28
Blut	Mark	3.4
Oel	Nerz	1.23
Boden	Deck	5.55
Dach	Boden	2.62
Tuer	Boden	1,67
Schulter	Kopf	3.42
Wagen	Wagen	7.7
Auto	Wagen	5.13
Ellbogen	Knoechel	3.13
Vermoegen	Ruhm	4.02
Kummer	Scham	4.77
Verwaltung	Management	7.25
Kommunikation	Gespraech	8.02
Verschmutzung	Atmosphaere	4.25
Anatomie	Biologie	5.33
Hochschule	Beruf	3.12
Buch	Thema	2.07
Formel	Gleichung	7,95
Buch	Information	5
Junge	Partner	1.9
Himmel	Universum	4.68
Bevoelkerung	Menschen	7.68
Hochschule	Klasse	4.13
Chef	Buergermeister	4,85
Rabbi	Minister	7.62
Meter	Zoll	5.08
Polyester	Baumwolle	5.63
Rechtsanwalt	Banker	1,88
Geige	Instrument	6.58
Lager	Kabine	4.2
Topf	Geraet	2.53
Leinen	Stoff	7.47
Whiskey	Sekt	5.33
Maedchen	Kind	5.38
Huette	Kabine	7.72
Vogel	Henne	7.03
Schlaeger	Laerm	8.1
Sonnenuntergang	Abend	5,98
Nieselregen	Regen	9.17
Erwachsene	Baby	2.22
Holzkohle	Kohle	7.63
Koerper	Wirbelsaeule	4.78
Kopf	Nagel	2.47
Protokoll	Holz	8.05
Loeffel	Tasse	2.02
Koerper	Nerv	3.13
Mann	Ehemann	5.32
Knochen	Nacken	2.53
Frustration	Wut	6.5
Fluss	Meer	5.72
Aufgabe	Arbeit	8.87
Verein	Gesellschaft	5.23
Betrachtung	Bild	7.27
Prinz	Koenig	5.92
Schnee	Wetter	5.48
Menschen	Party	2.2
Junge	Bruder	6.67
Wurzel	Gras	3.55
Braue	Auge	3.82
Geld	Perle	2.1
Geld	Diamant	3.42
Fahrzeug	Bus	6.47
Taxi	Bus	5.6
Haus	Scheune	4.33
Finger	Palme	3.33
Auto	Bruecke	0,95
Bemuehung	Schwierigkeit	4.45
Tatsache	Einblick	4.77
Arbeit	Management	3,97
Krebs	Krankheit	7.93
Wort	Zeitung	2.47
Komponist	Schriftsteller	6.58
Schauspieler	Saenger	4.52
Unterschlupf	Huette	6.47
Badezimmer	Kueche	3.1
Kabine	Huette	6.53
Tuer	Kueche	1,67
Wert	Glauben	7.07
Weisheit	Intelligenz	7.47
Ignoranz	Intelligenz	1.5
Glueck	Glueck	2.38
Idee	planen	6.75
Stimmung	Emotion	8.12
Glueck	Frieden	6.03
verzweifeln	Elend	7.22
Logik	Arithmetik	3,97
Verweigerung	Gestaendnis	1.03
Streit	Kritik	5.08
Aggression	Feindseligkeit	8.48
Hysterie	Verwirrtheit	6.33
Chemie	Theorie	3.17
Gerichtsverhandlung	Urteil	3.33
Kompfort	Sicherheit	5.8
Vertrauen	selbst	3.12
Vision	Wahrnehmung	6.88
Epoche	Jahrzehnt	5.4
Biografie	Fiktion	1.38
Diskussion	Streit	5.48
Code	Symbol	6.03
Achtung	Krankheit	3
Unfall	Katastrophe	5.9
Reise	Reise	8.88
Aktivitaet	Bewegung	7.15
Tratsch	Nachricht	5.22
Vater	Gott	3.57
Aktion	Kurs	5.45
Fieber	Erkrankung	7.65
Luftfahrt	Flug	8.18
Spiel	Aktion	4,85
Molekuel	Luft	3.05
heim	Zustand	2.58
Wort	Literatur	4.77
Erwachsene	Waechter	6.9
Zeitung	Information	5.65
Kommunikation	Fernsehen	5.6
Cousin	Onkel	4.63
Autor	Leser	1.6
Kerl	Partner	3.57
Bereich	Ecke	2.07
Ballade	Lied	7.53
Wand	Dekoration	2.62
Wort	Buchseite	2.92
Krankenschwester	Wissenschaftler	2.08
Politiker	Praesident	7.38
Praesident	Buergermeister	5.68
Buch	Aufsatz	4.72
Mann	Krieger	4.72
Artikel	Tagebuch	6.18
Fruehstueck	Abendessen	4.4
Menge	Parade	3,93
Gang	Flur	6.75
Lehrer	Rabbi	4.37
Huefte	Lippe	1.43
Buch	Artikel	5.43
Zimmer	Zelle	4.58
Kasten	Verkaufsstand	3.8
Tochter	Kind	4.17
Glied	Bein	6.9
Leber	Lunge	2.7
Klassenzimmer	Flur	2
Berg	Leiste	3.73
Auto	Aufzug	1.03
Bett	Couch	3.42
Kleidung	Taste	2.3
Kleidung	Mantel	5.35
Niere	Organ	6.17
Apfel	Sosse	1.43
Huhn	Steak	3.73
Auto	Schlauch	0,87
Tabak	Zigarette	7.5
Student	Professor	1,95
Baby	Tochter	5
Rohr	Zigarre	6.03
Milch	Saft	4.05
Kasten	Zigarre	1.25
Wohnung	Hotel	3.33
Tasse	Kegel	3.17
Pferd	Ochse	3.02
Kehle	Nase	2.8
Knochen	Zaehne	4.17
Knochen	Ellbogen	3.78
Speck	Bohne	1.22
Tasse	Krug	5.13
nachweisen	Tatsache	7.3
Termin	Engagement	6.75
Geburtstag	Jahr	1,67
Wort	Hinweis	2.53
Autor	Schoepfer	8.02
Atom	Kohlenstoff	3.1
Erzbischof	Bischof	7.05
Brief	Absatz	4
Buchseite	Absatz	3.03
Kirchturm	Kapelle	7.08
Muskel	Knochen	3.65
Muskel	Zunge	5
Junge	Soldat	2.15
Bauch	Abdomen	8.13
Kerl	Maedchen	3.33
Bett	Stuhl	3.5
Kleidung	Jacke	5.15
Pistole	Messer	3.65
Zinn	Metall	5.63
Flasche	Container	7.93
Henne	Truthahn	6.13
Fleisch	brot	1,67
Arm	Knochen	3.83
Nacken	Wirbelsaeule	5.32
Apfel	Zitrone	4.05
Qual	Kummer	7.63
Abtretung	Aufgabe	8.7
Nacht	Daemmerung	2,95
Abendessen	Suppe	3.72
Kalb	Stier	4.93
Schnee	Sturm	4.8
Nagel	Hand	3.42
Hund	Pferd	2.38
Arm	Nacken	1.58
Ball	Handschuh	1,75
Grippe	Fieber	6.08
Gebuehr	Gehalt	3.72
Nerv	Gehirn	3,88
Tier	Tier	7.83
Abendessen	Huhn	2,85
Maedchen	Dienstmaedchen	2.93
Kind	Junge	5.75
Alkohol	Wein	7.42
Nase	Mund	3.73
Strasse	Auto	2.38
Glocke	Tuer	2.2
Kasten	Hut	1.3
Glauben	Eindruck	5,95
Voreingenommenheit	Meinung	5.6
Aufmerksamkeit	Bewusstsein	8.73
Wut	Stimmung	4.1
Eleganz	Stil	5.72
Schoenheit	Alter	1.58
Buch	Thema	2.58
Freund	Mutter	2.53
Vitamin	Eisen	5.55
Auto	Fabrik	2,75
Pakt	Zustand	2.45
Kapitel	Auswahl	0,48
Arithmetik	Rhythmus	2.35
Gewinner	Gegenwart	1.08
Glauben	Blume	0,4
Gewinner	Ziel	3.23
Trick	Groesse	0,48
Auswahl	Vene	0,98
Hymne	Eroberung	0,68
Ausdauer	Band	0,4
Gefaengnis	Auswahl	1.08
Zustand	Junge	0,48
Blume	Ausdauer	0,4
Loch	Vereinbarung	0,3
Arzt	Temperament	0,48
Bruederlichkeit	Tuer	0,68
Aufgabe	Frau	0,68
Bruederlichkeit	Baseball	0,88
Cent	Groesse	0,4
Gegenwart	Tuer	0,48
Maus	Management	0,48
Aufgabe	Autobahn	0,48
Alkohol	Jahrhundert	0,4
Aufgabe	Stroh	0,68
Insel	Aufgabe	0,3
Nacht	Kapitel	0,48
Verschmutzung	Praesident	0,68
Pistole	Trick	0,48
Bad	Trick	0,58
Diaet	Apfel	1.18
Cent	Gattin	0,58
Kapitel	Schwanz	0,3
Kurs	Magen	0,58
Hymne	Stroh	0,4
Zahnarzt	Oberst	0,4
Gattin	Stroh	0,4
Loch	Gattin	0,68
Schueler	Praesident	0,78
Bad	Gattin	0,48
Menschen	Cent	0,48
Formel	Protokoll	1,77
Frau	Fell	0,58
Apfel	Sonnenschein	0,58
Pistole	Daemmerung	1.18
Mahlzeit	Taille	0,98
Kamera	Praesident	0,48
Alkohol	Band	0,68
Magen	Vene	2.35
Pistole	Fell	0,3
Couch	Baseball	0,88
Arbeiter	Kamera	0,68
Deck	Maus	0,48
Reis	Junge	0,4
Menschen	Pistole	0,68
Cliff	Schwanz	0,3
Knoechel	Fenster	0,3
Prinzessin	Insel	0,3
Container	Maus	0,3
Wagen	Container	2.65
Menschen	Ballon	0,48
Dollar	Menschen	0,4
Bad	Ballon	0,4
Magen	Schlafzimmer	0,4
Fahrrad	Schlafzimmer	0,4
Protokoll	Bad	0,4
Schuessel	Schwanz	0,48
gehen	kommen	2.42
nehmen	stehlen	6.18
Hoeren	hoeren	8.17
denken	rationalisieren	8.25
geschehen	passieren	9.32
verschwinden	verschwinden	9.8
multiplizieren	teilen	1,75
flehen	bitten	9.08
Start	stammen	8.2
schuetzen	verteidigen	9.13
toeten	zerstoeren	5.9
erstellen	machen	8.72
akzeptieren	ablehnen	0,83
ignorieren	vermeiden	6.87
tragen	bringen	5.8
verlassen	eingeben	0,95
waehlen	waehlen	7.62
verlieren	scheitern	7.33
ermutigen	entmutigen	1.58
erreichen	erreichen	8.57
machen	bauen	8.33
Hoeren	gehorchen	4.93
informieren	benachrichtigen	9.25
erhalten	geben	1.47
ausleihen	bitten	2.62
nehmen	erhalten	7.1
beraten	empfehlen	8.1
imitieren	portraetieren	6.75
gewinnen	erfolgreich	7.9
denken	entscheiden	5.13
gruessen	treffen	6.17
zustimmen	argumentieren	0,77
geniessen	unterhalten	5.92
zerstoeren	machen	1.6
speichern	schuetzen	6.58
geben	verleihen	7.22
verstehen	wissen	7.47
nehmen	erhalten	5.08
akzeptieren	anerkennen	6.88
entscheiden	waehlen	8.87
akzeptieren	glauben	6.75
halten	besitzen	8.27
durchstreifen	wandern	8.83
erfolgreich	scheitern	0,83
ausgeben	speichern	0,55
verlassen	gehen	7.63
kommen	teilnehmen	8.1
wissen	glauben	5.5
versammeln	treffen	7.3
machen	verdienen	7.62
vergessen	ignorieren	3.07
multiplizieren	hinzufuegen	2.7
schrumpfen	wachsen	0,23
ankommen	verlassen	1.33
erfolgreich	versuchen	3,98
akzeptieren	leugnen	1,75
ankommen	kommen	7.05
zustimmen	abweichen	1.05
schicken	erhalten	1.08
gewinnen	dominieren	5.68
hinzufuegen	teilen	2.3
toeten	Drossel	4.92
erwerben	erhalten	8.82
teilnehmen	verbinden	7.7
verlassen	bleiben	2.53
gehen	eingeben	4
nehmen	tragen	5.23
vergessen	lernen	1.18
ernennen	waehlen	8.17
einsetzen	heiraten	5.43
fragen	beten	3.72
gehen	schicken	3,75
nehmen	liefern	4.37
sprechen	hoeren	3.02
analysieren	auswerten	8.03
argumentieren	rationalisieren	4.2
verlieren	halten	1.05
vergleichen	analysieren	8.1
desorganisieren	organisieren	1.45
gehen	erlauben	3.62
nehmen	besitzen	7.2
lernen	Hoeren	3,88
zerstoeren	bauen	0,92
erstellen	bauen	8.48
stehlen	besorgen	1.13
toeten	aufhaengen	4.45
vergessen	wissen	0,92
erstellen	vorstellen	5.13
Tun	passieren	4.23
gewinnen	erreichen	7,85
geben	leugnen	1.43
verdienen	verdienen	5.8
erhalten	setzen	1,98
Lokalisieren	finden	8.73
erscheinen	teilnehmen	6.28
wissen	begreifen	7.63
vorgeben	vorstellen	8.47
erfuellen	Bitte	7.67
wertschaetzen	halten	4,85
argumentieren	abweichen	5.15
ueberwinden	dominieren	6.25
benehmen	gehorchen	7.3
kooperieren	teilnehmen	6.43
erreichen	versuchen	4.42
scheitern	entmutigen	3.33
Start	aufhoeren	1.28
sagen	teilnehmen	3.82
kommen	bringen	2.42
erklaeren	bekannt geben	9.08
lesen	begreifen	4.7
nehmen	verlassen	2.47
proklamieren	bekannt geben	8.18
erwerben	erhalten	8.57
daraus schliessen	entscheiden	7.75
Bitte	flehen	2,98
argumentieren	beweisen	4.83
fragen	flehen	6.47
finden	verschwinden	0,77
pruefen	pruefen	8.75
verifizieren	rechtfertigen	4.08
annehmen	vorhersagen	4,85
lernen	auswerten	4.17
argumentieren	rechtfertigen	5
machen	werden	4.77
entdecken	stammen	4.83
erreichen	erfolgreich	7.5
geben	setzen	3.65
verstehen	Hoeren	4.68
expandieren	wachsen	8.27
ausleihen	verkaufen	1.73
halten	schuetzen	5.4
erklaeren	beweisen	4.1
annehmen	vorgeben	3.72
zustimmen	Bitte	4.13
verzeihen	vergessen	3.92
klaeren	erklaeren	8.33
verstehen	verzeihen	4,87
erinnern	vergessen	0,87
erhalten	bleiben	1.6
realisieren	entdecken	7.47
erfordern	Anfragen	1,82
ignorieren	fragen	1.07
denken	Anfragen	4.77
ablehnen	vermeiden	4.78
argumentieren	ueberreden	6.23
streben	ueberreden	3.17
akzeptieren	verzeihen	3.73
Tun	aufhoeren	1.17
untersuchen	pruefen	8.1
diskutieren	erklaeren	6.67
verdanken	verleihen	2.32
erkunden	entdecken	8.48
sich beschweren	argumentieren	4.8
zurueckziehen	ablehnen	6.38
halten	ausleihen	2.25
bitten	fragen	6
arrangieren	organisieren	8.27
reduzieren	schrumpfen	8.02
sprechen	anerkennen	4.67
geben	ausleihen	2.22
toeten	verteidigen	2.63
verschwinden	schrumpfen	5.8
liefern	tragen	3,88
atmen	Drossel	1.37
anerkennen	benachrichtigen	5.3
werden	erscheinen	2.63
vorgeben	erscheinen	4.68
erreichen	werden	4
betrachten	denken	8.82
bestimmen	vorhersagen	5.8
Bitte	unterhalten	5
bleiben	zurueckbehalten	5.75
vorgeben	portraetieren	7.03
vergessen	zurueckbehalten	0,63
wollen	waehlen	4.78
verlieren	erhalten	0,77
versuchen	denken	2.62
werden	erscheinen	4.77
verlassen	ignorieren	4.42
akzeptieren	empfehlen	2,75
verlassen	wandern	3.57
halten	geben	1.05
geben	erlauben	5.15
bringen	schicken	2,97
absorbieren	lernen	5.48
erwerben	finden	6.38
verlassen	erscheinen	0,97
erstellen	zerstoeren	0,63
Start	gehen	7.42
erhalten	besorgen	5.08
sammeln	speichern	6.67
ersetzen	wiederherstellen	5.73
verbinden	hinzufuegen	8.1
verbinden	heiraten	5.35
akzeptieren	liefern	1.58
anfuegen	verbinden	7.75
setzen	aufhaengen	3
gehen	verkaufen	0,97
kommunizieren	beten	3.55
geben	stehlen	0,5
hinzufuegen	bauen	4.92
bringen	wiederherstellen	2.62
begreifen	erfuellen	2.55
portraetieren	entscheiden	1.18
organisieren	werden	1,77
geben	wissen	0,88
sagen	verifizieren	4.9
kooperieren	verbinden	5.18
arrangieren	erfordern	0,98
ausleihen	wollen	1,77
